+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                      ;
+--------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                  ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:11:f_instance|\zip_generate:2:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:11:f_instance|\zip_generate:1:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:11:f_instance|\zip_generate:0:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:11:f_instance                                                                                 ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:10:f_instance|\zip_generate:7:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:10:f_instance|\zip_generate:6:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:10:f_instance|\zip_generate:5:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:10:f_instance|\zip_generate:4:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:10:f_instance|\zip_generate:3:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:10:f_instance|\zip_generate:2:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:10:f_instance|\zip_generate:1:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:10:f_instance|\zip_generate:0:f_instance                                                      ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:10:f_instance                                                                                 ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:9:f_instance|\zip_generate:7:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:9:f_instance|\zip_generate:6:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:9:f_instance|\zip_generate:5:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:9:f_instance|\zip_generate:4:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:9:f_instance|\zip_generate:3:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:9:f_instance|\zip_generate:2:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:9:f_instance|\zip_generate:1:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:9:f_instance|\zip_generate:0:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:9:f_instance                                                                                  ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:8:f_instance|\zip_generate:7:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:8:f_instance|\zip_generate:6:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:8:f_instance|\zip_generate:5:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:8:f_instance|\zip_generate:4:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:8:f_instance|\zip_generate:3:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:8:f_instance|\zip_generate:2:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:8:f_instance|\zip_generate:1:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:8:f_instance|\zip_generate:0:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:8:f_instance                                                                                  ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:7:f_instance|\zip_generate:7:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:7:f_instance|\zip_generate:6:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:7:f_instance|\zip_generate:5:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:7:f_instance|\zip_generate:4:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:7:f_instance|\zip_generate:3:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:7:f_instance|\zip_generate:2:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:7:f_instance|\zip_generate:1:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:7:f_instance|\zip_generate:0:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:7:f_instance                                                                                  ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:6:f_instance|\zip_generate:7:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:6:f_instance|\zip_generate:6:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:6:f_instance|\zip_generate:5:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:6:f_instance|\zip_generate:4:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:6:f_instance|\zip_generate:3:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:6:f_instance|\zip_generate:2:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:6:f_instance|\zip_generate:1:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:6:f_instance|\zip_generate:0:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:6:f_instance                                                                                  ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:5:f_instance|\zip_generate:7:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:5:f_instance|\zip_generate:6:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:5:f_instance|\zip_generate:5:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:5:f_instance|\zip_generate:4:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:5:f_instance|\zip_generate:3:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:5:f_instance|\zip_generate:2:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:5:f_instance|\zip_generate:1:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:5:f_instance|\zip_generate:0:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:5:f_instance                                                                                  ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:4:f_instance|\zip_generate:7:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:4:f_instance|\zip_generate:6:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:4:f_instance|\zip_generate:5:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:4:f_instance|\zip_generate:4:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:4:f_instance|\zip_generate:3:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:4:f_instance|\zip_generate:2:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:4:f_instance|\zip_generate:1:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:4:f_instance|\zip_generate:0:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:4:f_instance                                                                                  ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:3:f_instance|\zip_generate:7:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:3:f_instance|\zip_generate:6:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:3:f_instance|\zip_generate:5:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:3:f_instance|\zip_generate:4:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:3:f_instance|\zip_generate:3:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:3:f_instance|\zip_generate:2:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:3:f_instance|\zip_generate:1:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:3:f_instance|\zip_generate:0:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:3:f_instance                                                                                  ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:2:f_instance|\zip_generate:7:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:2:f_instance|\zip_generate:6:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:2:f_instance|\zip_generate:5:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:2:f_instance|\zip_generate:4:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:2:f_instance|\zip_generate:3:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:2:f_instance|\zip_generate:2:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:2:f_instance|\zip_generate:1:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:2:f_instance|\zip_generate:0:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:2:f_instance                                                                                  ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:1:f_instance|\zip_generate:7:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:1:f_instance|\zip_generate:6:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:1:f_instance|\zip_generate:5:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:1:f_instance|\zip_generate:4:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:1:f_instance|\zip_generate:3:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:1:f_instance|\zip_generate:2:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:1:f_instance|\zip_generate:1:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:1:f_instance|\zip_generate:0:f_instance                                                       ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|\reduce_generate:1:f_instance                                                                                  ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|f_instance_first|\zip_generate:7:f_instance                                                                    ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|f_instance_first|\zip_generate:6:f_instance                                                                    ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|f_instance_first|\zip_generate:5:f_instance                                                                    ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|f_instance_first|\zip_generate:4:f_instance                                                                    ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|f_instance_first|\zip_generate:3:f_instance                                                                    ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|f_instance_first|\zip_generate:2:f_instance                                                                    ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|f_instance_first|\zip_generate:1:f_instance                                                                    ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|f_instance_first|\zip_generate:0:f_instance                                                                    ; 204   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f|f_instance_first                                                                                               ; 1632  ; 0              ; 0            ; 0              ; 816    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beams_f                                                                                                                ; 13056 ; 496            ; 0            ; 496            ; 816    ; 496             ; 496           ; 496             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:15:zip_generate_2:7:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:15:zip_generate_2:6:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:15:zip_generate_2:5:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:15:zip_generate_2:4:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:15:zip_generate_2:3:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:15:zip_generate_2:2:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:15:zip_generate_2:1:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:15:zip_generate_2:0:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:14:zip_generate_2:7:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
